"","DateAdded","TravelR","TravelNR","Community","UnkPend","All","AllKnown","PercentTravRel"
"519",2021-08-21,12,6,622,1,641,640,2.8125
"520",2021-08-22,26,3,494,2,525,523,5.54493307839388
"521",2021-08-23,24,9,538,4,575,571,5.77933450087566
"522",2021-08-24,14,2,859,2,877,875,1.82857142857143
"523",2021-08-25,22,1,900,3,926,923,2.49187432286024
"524",2021-08-26,29,5,952,2,988,986,3.44827586206897
"525",2021-08-27,45,1,1529,6,1581,1575,2.92063492063492
"526",2021-08-28,28,5,718,4,755,751,4.39414114513981
"527",2021-08-29,6,3,581,1,591,590,1.52542372881356
"528",2021-08-30,13,5,380,1,399,398,4.52261306532663
"529",2021-08-31,19,3,985,3,1010,1007,2.18470705064548
"530",2021-09-01,14,2,787,3,806,803,1.99252801992528
"531",2021-09-02,18,1,826,2,847,845,2.24852071005917
"532",2021-09-03,20,10,679,2,711,709,4.23131170662905
"533",2021-09-04,9,3,715,0,727,727,1.65061898211829
"534",2021-09-05,9,2,495,1,507,506,2.17391304347826
"535",2021-09-06,6,4,380,0,390,390,2.56410256410256
"536",2021-09-07,17,1,400,3,421,418,4.30622009569378
"537",2021-09-08,21,1,709,2,733,731,3.00957592339261
"538",2021-09-09,16,1,785,3,805,802,2.11970074812968
"539",2021-09-10,32,5,676,3,716,713,5.18934081346424
"540",2021-09-11,12,2,461,0,475,475,2.94736842105263
"541",2021-09-12,9,1,391,1,402,401,2.49376558603491
"542",2021-09-13,5,3,449,2,459,457,1.75054704595186
"543",2021-09-14,16,2,563,2,583,581,3.09810671256454
"544",2021-09-15,16,1,574,3,594,591,2.87648054145516
"545",2021-09-16,14,2,488,1,505,504,3.17460317460317
"546",2021-09-17,12,2,449,0,463,463,3.02375809935205
"547",2021-09-18,7,1,402,2,412,410,1.95121951219512
"548",2021-09-19,2,1,288,0,291,291,1.03092783505155
"549",2021-09-20,7,1,297,2,307,305,2.62295081967213
"550",2021-09-21,9,1,394,10,414,404,2.47524752475248
"551",2021-09-22,10,4,372,6,392,386,3.62694300518135
"552",2021-09-23,14,3,383,4,404,400,4.25
"553",2021-09-24,12,5,347,5,369,364,4.67032967032967
"554",2021-09-25,6,2,240,4,252,248,3.2258064516129
"555",2021-09-26,6,2,215,5,228,223,3.58744394618834
"556",2021-09-27,5,2,209,16,232,216,3.24074074074074
"557",2021-09-28,7,2,251,58,318,260,3.46153846153846
"558",2021-09-29,9,3,280,61,353,292,4.10958904109589
"559",2021-09-30,13,9,188,49,259,210,10.4761904761905
"560",2021-10-01,13,4,209,58,284,226,7.52212389380531
"561",2021-10-02,16,0,122,34,172,138,11.5942028985507
"562",2021-10-03,3,0,75,9,87,78,3.84615384615385
"563",2021-10-04,10,1,135,23,169,146,7.53424657534247
"564",2021-10-05,16,2,221,34,273,239,7.53138075313808
"565",2021-10-06,7,1,141,41,190,149,5.36912751677852
"566",2021-10-07,4,1,145,27,177,150,3.33333333333333
"567",2021-10-08,9,2,142,34,187,153,7.18954248366013
"568",2021-10-09,8,0,69,31,108,77,10.3896103896104
"569",2021-10-10,4,0,42,7,53,46,8.69565217391304
"570",2021-10-11,7,1,87,24,119,95,8.42105263157895
"571",2021-10-12,13,0,106,24,143,119,10.9243697478992
"572",2021-10-13,4,3,106,25,138,113,6.19469026548673
"573",2021-10-14,11,1,90,21,123,102,11.7647058823529
"574",2021-10-15,12,4,80,39,135,96,16.6666666666667
"575",2021-10-16,12,5,53,39,109,70,24.2857142857143
"576",2021-10-17,3,0,47,14,64,50,6
"577",2021-10-18,16,2,81,43,142,99,18.1818181818182
"578",2021-10-19,17,3,78,47,145,98,20.4081632653061
"579",2021-10-20,14,3,70,32,119,87,19.5402298850575
"580",2021-10-21,15,5,74,74,168,94,21.2765957446809
"581",2021-10-22,3,0,25,92,120,28,10.7142857142857
